,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user,completeness,candidates_with_label
1223,"['rose garden', 'bad', 'right']","At Rose Garden after a win he boasts, ""I'm not a politician, how my doin' not too bad hah, I'm President, right!""","FakePOTUS, Obamacare",Rose Garden::*1*2*||,0,764,es4ideas,True,"[('rose garden', 'na'), ('bad', 'b'), ('right', 'b')]"
1224,"['words', 'authoritarian kleptocracy']",In other words the: has approved &amp; is promoting Authoritarian Kleptocracy..,"GOP, TrumpRussia",Authoritarian Kleptocracy::*9*10*||,0,765,AgentScully2017,True,"[('words', 'b'), ('authoritarian kleptocracy', 'na')]"
1225,[],Independent  investigation NOW.,"GOP, TrumpRussia",,1,765,AgentScully2017,True,[]
1226,[],Somehow I bet erectile dysfunction isn't considered a pre-existing condition.,nan,,0,766,elizmayerle,True,[]
1227,"['love', 'us']","Love to pay for their boners, lucky us.",nan,,1,766,elizmayerle,True,"[('love', 'b'), ('us', 'b')]"
1228,[],Mmmerica.,nan,nan,2,766,elizmayerle,True,[]
1229,"['obamacare', 'people']",How Obamacare Fails People With Pre-existing Conditions,"AHCA, Obamacare",nan,0,767,IsabelaRM1,False,"[('obamacare', 'a'), ('people', 'b')]"
1230,[],Affordable Care Act,"AHCA, Obamacare",nan,1,767,IsabelaRM1,True,[]
1231,"['repeal', 'hr', 'vote', 'congress']",repeal HR are rushing to a vote contains an exemption for members of Congress &amp; staff from losing benefits that bill eliminates.,ObamaCare,HR::*1*||Congress::*13*||,0,768,LaraLMek,True,"[('repeal', 'b'), ('hr', 'na'), ('vote', 'b'), ('congress', 'g')]"
1232,[],Retweeted Jim Clyburn SC-06 (@ClyburnSC06):,AHCA,nan,0,769,Senecaangel,True,[]
1233,[],The  will have such an egregious and inhumane impact on...,AHCA,,1,769,Senecaangel,True,[]
1234,[],"@PAAttorneyGen will you join him, please?",nan,,0,770,JanetteKirchner,True,[]
1235,"['love', 'pa']",With love- a resident of Pa.,nan,Pa::*5*||,1,770,JanetteKirchner,True,"[('love', 'b'), ('pa', 'na')]"
1236,"['look', 'shit', 'voted', 'lives']",Look at the shit-eating grin on this disgusting worm who voted today to destroy the lives of hundreds of thousands of his constituents.,nan,,0,771,up_in_the_Jer,True,"[('look', 'b'), ('shit', 'b'), ('voted', 'b'), ('lives', 'b')]"
1237,['really'],"I never really loved the expression, but @CharlesPPierce just went all types of masshole on the  and he might just have a point",AHCA,,0,772,Pat_Beaudry,True,"[('really', 'b')]"
1238,"['republican', 'house', 'voted', 'healthcare']",20 Republican House Members Voted Against the Healthcare Bill,"Obamacare, AHCA",nan,0,773,ProjRepubic,True,"[('republican', 'g'), ('house', 'g'), ('voted', 'b'), ('healthcare', 'b')]"
1239,[],Shame!,nan,nan,0,774,Treecy_WildTale,True,[]
1240,"['american', 'lives', 'getting']",how much of this has to do with the American people and their lives vs. Getting revenge on Obama,"AHCA, shameonyou, preexistingconditions",American::*9*||Getting::*15*||Obama::*18*||,0,775,mummadi123,True,"[('american', 'g'), ('lives', 'b'), ('getting', 'b')]"
1241,[],Of course.,nan,,0,776,kwcollins,True,[]
1242,[],This was always going to happen.,nan,,1,776,kwcollins,True,[]
1243,"['go', 'senate', 'house', 'vote']","Will go to conference, and the Senate will make the House vote up or down on theirs.",nan,Senate::*6*||House::*10*||,2,776,kwcollins,True,"[('go', 'b'), ('senate', 'g'), ('house', 'g'), ('vote', 'b')]"
1244,[],I'M TRYING TO REMAIN CALM BUT HOW CAN I REMAIN CALM WHEN SOME OF MY PREEEXISTING CONDITIONS AREN'T COVERED?,AHCA,nan,0,777,delreyxhemmings,True,[]
1245,"['24 house republicans', 'voted', 'trumpcare', 'trump', 'got']",These 24 House Republicans voted for Trumpcare in seats where Trump got less tha..,nan,24 House Republicans::*1*2*3*||Trumpcare::*6*||Trump::*10*||,0,778,365TopNews,True,"[('24 house republicans', 'na'), ('voted', 'b'), ('trumpcare', 'g'), ('trump', 'g'), ('got', 'b')]"
1246,"['house republicans', 'replace', 'repeal', 'obamacare', 'cnn', 'cnn house republicans', 'replace']",House Republicans pass bill to replace and repeal Obamacare - CNN: CNN House Republicans pass bill to replace…,nan,House Republicans::*0*1*||Obamacare::*8*||CNN::*10*||CNN House Republicans::*11*12*13*||,0,779,DoyleGlobal,False,"[('house republicans', 'g'), ('replace', 'b'), ('repeal', 'b'), ('obamacare', 'a'), ('cnn', 'b'), ('cnn house republicans', 'na'), ('replace', 'b')]"
1247,"['rep', 'arizona', 'vote']",Only (R) rep in Arizona to vote no.,nan,Arizona::*4*||,0,780,AmberKinion,True,"[('rep', 'g'), ('arizona', 'na'), ('vote', 'b')]"
1248,"['wrong', 'take']","For the wrong reasons, but I'll take it",nan,,1,780,AmberKinion,True,"[('wrong', 'b'), ('take', 'b')]"
1249,['moro'],"@cathymcmorris thanks MoRo, yor a peach.","AHCA, WA5",MoRo::*2*||,0,781,JenD1974,True,"[('moro', 'na')]"
1250,['need'],You need to be repealed and replaced.,"AHCA, WA5",,1,781,JenD1974,True,"[('need', 'b')]"
1251,[],@votebenstuckart,"AHCA, WA5",,2,781,JenD1974,True,[]
1252,['americans'],The  will not serve those Americans with pre-existing conditions.,"AHCA, midterms2018",Americans::*5*||,0,782,turtledoveictus,True,"[('americans', 'g')]"
1253,[],Don't B fooled.,"AHCA, midterms2018",,1,782,turtledoveictus,True,[]
1254,[],Does this mean that I can no longer thumb my nose at  and ignore the mandate?,"Obamacare, AHCA",,0,783,historiarex,True,[]
1255,"['love', 'government']","Darn, I love shafting government.","Obamacare, AHCA",,1,783,historiarex,True,"[('love', 'b'), ('government', 'b')]"
1256,[],Do u agree w/ what The House did 2  today?,obamacare,House::*6*||,0,784,wdasfm,True,[]
1257,['answer'],Answer here:  @FrankieDarcell @LesterHoltNBC @NBCNightlyNews,obamacare,,1,784,wdasfm,True,"[('answer', 'b')]"
1258,['richie'],"It all trickles down here, Richie!","TrumpCare, AHCA, plutocrats, GlobalNonLeadership",Richie::*5*||,0,785,quixotequest,True,"[('richie', 'na')]"
1259,['go'],When they go low...,nan,,0,786,urbnlibertarian,True,"[('go', 'b')]"
1260,"['house', 'vote', 'america']",My statement on how today's House vote on the  and will hurt America's kids.,AHCA,House::*5*||America's::*12*||,0,787,jimsteyer,True,"[('house', 'g'), ('vote', 'b'), ('america', 'g')]"
1261,[],"donate here to support @mikelevinca fight for the 307k californians rep. issa betrayed today.


 ","saveaca, ahca",nan,0,788,iamtimothydavis,True,[]
1262,[],Wow.,nan,nan,0,789,ojapa,True,[]
1263,"['house', 'actually']",The house actually did it.,nan,,1,789,ojapa,True,"[('house', 'g'), ('actually', 'b')]"
1264,[],JFC.,nan,nan,2,789,ojapa,True,[]
1265,"['senate', 'vote', 'republicans']",Here’s to hoping this dies in the senate and this vote costs Republicans both chambers.,nan,Republicans::*12*||,3,789,ojapa,False,"[('senate', 'g'), ('vote', 'b'), ('republicans', 'a')]"
1266,"['canadian', 'healthcare']","If you're like me, a fortunate Canadian with access to healthcare, please consider channeling your anger and donating to @PPact",nan,Canadian::*6*||,0,790,rachellmblair,True,"[('canadian', 'na'), ('healthcare', 'b')]"
1267,"['sweeter', 'liberal']",Nothing SWEETER than Liberal tears!,"AHCA, Tcot, trumptrain, MAGA",SWEETER::*1*||Liberal::*3*||,0,791,CSteven,True,"[('sweeter', 'na'), ('liberal', 'b')]"
1268,[],Today we are DROWNING in them.,"AHCA, Tcot, trumptrain, MAGA",nan,1,791,CSteven,True,[]
1269,['republicans'],THANK YOU Republicans for passing the  !,"AHCA, Tcot, trumptrain, MAGA",Republicans::*2*||,2,791,CSteven,False,"[('republicans', 'a')]"
1270,['house republicans'],House Republicans were asked to walk the plank on Trumpcare and they did.,nan,House Republicans::*0*1*||Trumpcare::*9*||,0,792,Resistanceraven,True,"[('house republicans', 'g')]"
1271,[],Hello 2018,nan,nan,1,792,Resistanceraven,True,[]
1272,"['see', 'town']",I can't wait to see @MSNBC's coverage of these upcoming town halls.,nan,,0,793,MarineOneJacob,True,"[('see', 'b'), ('town', 'g')]"
1273,"['gopers', 'get', 'vote']",These GOPers are about to get slammed for this  vote!,nan,GOPers::*1*||,1,793,MarineOneJacob,True,"[('gopers', 'na'), ('get', 'b'), ('vote', 'b')]"
1274,"['voted', 'repeal', 'guys']",SHAME on evry single republican who voted for this disaster   - just to repeal  U guys are the worst.,"AHCA, Trumpcare, Obamacare",,0,794,lynxmc1,True,"[('voted', 'b'), ('repeal', 'b'), ('guys', 'b')]"
1275,[],pathetic ppl.,"AHCA, Trumpcare, Obamacare",,1,794,lynxmc1,True,[]
1276,"['gop', 'american', 'last']",The GOP house Republicans passed the  against the will of the American people who when last polled said about 17% supported this bill.,AHCA,GOP::*1*||Republicans::*3*||American::*11*||,0,795,EvilGary101,True,"[('gop', 'g'), ('american', 'g'), ('last', 'b')]"
1277,"['take', 'rich']",So take away from the poor to give a tax cut to the rich?,America,,0,796,GabbyQuinteros,True,"[('take', 'b'), ('rich', 'b')]"
1278,['got'],You got to be 💩 me.,America,,1,796,GabbyQuinteros,True,"[('got', 'b')]"
1279,[],you want this?,America,,2,796,GabbyQuinteros,True,[]
1280,[],fight bsck✊🏼,America,,3,796,GabbyQuinteros,True,[]
1281,"['get', 'healthcare']","A sexual assault offender can become President, but a sexual assault victim cannot get healthcare.",AHCA,,0,797,LouLachat,True,"[('get', 'b'), ('healthcare', 'b')]"
1282,"['house', 'horrible health bill']","The House passed this Horrible Health Bill, .",nan,House::*1*||Horrible Health Bill::*4*5*6*||,0,798,OFFTOMARS11531,True,"[('house', 'g'), ('horrible health bill', 'na')]"
1283,"['republicans', 'political suicide']",Republicans have committed Political Suicide.,nan,Political Suicide::*3*4*||,1,798,OFFTOMARS11531,False,"[('republicans', 'a'), ('political suicide', 'na')]"
1284,"['got', 'obamacare']",My father in law got cancer treatment due to Obamacare,nan,Obamacare::*9*||,0,799,heardatwork123,False,"[('got', 'b'), ('obamacare', 'a')]"
1285,"['house republicans', 'nice']","Dear House Republicans, Have a nice tax-payer funded 11 day break.",SaveTheACA,House Republicans::*1*2*||,0,800,eqracer,True,"[('house republicans', 'g'), ('nice', 'b')]"
1286,[],We know where you live,SaveTheACA,,1,800,eqracer,True,[]
1287,[],Current Mood: The Heart Is A Lonely Hunter.,AHCA,nan,0,801,Breznican,True,[]
1288,"['time', 'senators']",Definitely waste no time in calling your Senators.,"GOP, AHCA",Senators::*7*||,0,802,IndivisibleLuma,True,"[('time', 'b'), ('senators', 'g')]"
1289,[],needs to hear passing  will definitely have political repercussions,"GOP, AHCA",,1,802,IndivisibleLuma,True,[]
1290,[],I honestly feel sick over this.,AHCA,,0,803,RowlandJordyn,True,[]
1291,[],Does that mean I have another pre-existing contusion to add to my list?,AHCA,,1,803,RowlandJordyn,True,[]
1292,[],@SenateMajLdr @SpeakerRyan @HouseGOP @SenateGOP @POTUS Fuck you all.,nan,,0,804,melinda_lu18,True,[]
1293,"['god', 'get', 'people', 'healthcare']",God won't let you get away with hurting so many people over healthcare,nan,,1,804,melinda_lu18,True,"[('god', 'g'), ('get', 'b'), ('people', 'b'), ('healthcare', 'b')]"
1294,['trump coffins'],Anyone trademarked Trump Coffins yet?,AHCA,Trump Coffins::*2*3*||,0,805,HITEXECUTIVE,True,"[('trump coffins', 'na')]"
1295,"['voted', 'coloradans', 'die']",They just voted to let Coloradans die.,"FireKenBuck, FireScottTipton, FireDougLamborn",Coloradans::*5*||,0,806,Lula6288,True,"[('voted', 'b'), ('coloradans', 'na'), ('die', 'b')]"
1296,"['care', 'one']",This celebratory atmosphere over stripping health care from the sick is one of the most obscene political spectacles I've witnessed.,nan,,0,807,HANAtruly,True,"[('care', 'b'), ('one', 'b')]"
1297,[],@HouseGOP What happens when u sentence a constituent to death and then approve gun purchases for nut jobs?,nan,,0,808,Gr82BUs,True,[]
1298,[],Wait for it.,nan,nan,1,808,Gr82BUs,True,[]
1299,[],Wait.,nan,nan,2,808,Gr82BUs,True,[]
1300,"['house passes bill', 'become law']","""@funder: : House Passes Bill That Will Never Become Law","BREAKING, trumprussia, russiagate, resist, obamacare",House Passes Bill::*2*3*4*||Become Law::*8*9*||,0,809,kayemclaren2,True,"[('house passes bill', 'na'), ('become law', 'na')]"
1301,['us'],LET US HOPE THIS IS TRUE,"BREAKING, trumprussia, russiagate, resist, obamacare",nan,1,809,kayemclaren2,True,"[('us', 'b')]"
1302,['get'],Way to get 'em is through the courts,nan,,0,810,GWfashionista,True,"[('get', 'b')]"
1303,['dem'],"Cali,  7 dem seats as good as ours in 2018.",nan,,0,811,kidsistah,True,"[('dem', 'na')]"
1304,[],"Donate, call, knock on doors.",nan,,1,811,kidsistah,True,[]
1305,[],START TODAY.,nan,nan,2,811,kidsistah,True,[]
1306,[],Issa et al effectively signed their resignations.,nan,,3,811,kidsistah,True,[]
1307,['sad'],The sad part is ...these voters will pay dearly,nan,,0,812,Hollyberry872,True,"[('sad', 'b')]"
1308,"['house republicans', 'voted', 'healthcare', 'cbo', 'time']",House Republicans just voted for a healthcare bill that the CBO didn't even have time to score yet.,nan,House Republicans::*0*1*||CBO::*10*||,0,813,KimAcheson,True,"[('house republicans', 'g'), ('voted', 'b'), ('healthcare', 'b'), ('cbo', 'g'), ('time', 'b')]"
1309,"['millions of americans', 'lose', 'care', 'dems']",“Millions of Americans are about to lose health care coverage @GOP are drinking beer”: Dems slam @HouseGOP,nan,“Millions of Americans::*0*1*2*||Dems::*14*||,0,814,TheRReport,True,"[('millions of americans', 'na'), ('lose', 'b'), ('care', 'b'), ('dems', 'g')]"
1310,"['watch', 'democrats', 'house republicans', 'trumpcare', 'vote', 'sing', 'goodbye']","WATCH: Democrats Taunt House Republicans After Trumpcare Vote, Sing 'Na Na Na Na, Hey, Goodbye'",nan,nan,0,815,shanandcrew,True,"[('watch', 'b'), ('democrats', 'g'), ('house republicans', 'g'), ('trumpcare', 'g'), ('vote', 'b'), ('sing', 'b'), ('goodbye', 'b')]"
1311,[],Decorum Abounds,nan,nan,1,815,shanandcrew,True,[]
1312,[],is not only cruel and callous.,TrumpCare,,0,816,djlavoie,True,[]
1313,[],It's also unconstitutional.,TrumpCare,,1,816,djlavoie,True,[]
1314,[],And @AGSchneiderman is on it.,TrumpCare,,2,816,djlavoie,True,[]
1315,['two'],"Properly articulating my feelings about  is hard, but I do have two things to say:",AHCA,,0,817,MrsJoeBiden,True,"[('two', 'b')]"
1316,[],1.,AHCA,nan,1,817,MrsJoeBiden,True,[]
1317,[],Fuck you @HouseGOP,AHCA,,2,817,MrsJoeBiden,True,[]
1318,[],2.,AHCA,nan,3,817,MrsJoeBiden,True,[]
1319,[],Super fuck you @PRyan,AHCA,,4,817,MrsJoeBiden,True,[]
1320,"['first', 'house republicans']","@realDonaldTrump First, House Republicans are trying to effectively deny access to reproductive health services—a…",nan,First::*1*||House Republicans::*2*3*||,0,818,AGSchneiderman,True,"[('first', 'b'), ('house republicans', 'g')]"
1321,"['house republicans', 'healthcare']",House Republicans pass healthcare bill in first step toward replacing Obamacare,nan,House Republicans::*0*1*||Obamacare::*10*||,0,819,BioethicsRR,True,"[('house republicans', 'g'), ('healthcare', 'b')]"
1322,[],"@KamalaHarris I have no doubt you oppose this, but I urge you to make the impact clear and I will stand beside you in this fight.",nan,,0,820,YogicAmnesiac,True,[]
1323,"['voted', 'trump']",If you voted for trump thinking you were different from the rest.,AHCA,,0,821,beautifullynerd,True,"[('voted', 'b'), ('trump', 'g')]"
1324,['look'],That he would look out for you.,AHCA,,1,821,beautifullynerd,True,"[('look', 'b')]"
1325,['wrong'],Today proves you are wrong.,AHCA,,2,821,beautifullynerd,True,"[('wrong', 'b')]"
1326,[],Doom in their career in politics &amp; beyond.,nan,,0,822,LaMinang,True,[]
1327,['go'],This whole  thing makes my head hurt &amp; pressure go up.,"AHCA, Trumpcare",,0,823,nikkiyo,True,"[('go', 'b')]"
1328,"['one', 'die']",One way or another @HouseGOP wants me to die.,"AHCA, Trumpcare",,1,823,nikkiyo,True,"[('one', 'b'), ('die', 'b')]"
1329,[],Heartless bastards.,"AHCA, Trumpcare",,2,823,nikkiyo,True,[]
1330,[],What a disgrace.,nan,,0,824,hipsterhobos,True,[]
1331,[],I don't know why we would expect her to.,nan,,0,825,RealChrisCutts,True,[]
1332,"['ivanka', 'voice', 'centrist']","This notion that Ivanka is a ""Voice of reason"" is a Centrist delusion.",nan,Ivanka::*3*||Voice::*6*||Centrist::*11*||,1,825,RealChrisCutts,True,"[('ivanka', 'na'), ('voice', 'b'), ('centrist', 'na')]"
1333,[],How much did the taxpayers pay for their celebration?,AHCA,,0,826,hossp63,True,[]
1334,[],What asses!!,AHCA,,1,826,hossp63,True,[]
1335,"['andy biggs', 'congressional house', 'vote', 'repeal']",Andy Biggs was sole  Congressional  House member to vote against  repeal,"AZ, GOP, ACA",Andy Biggs::*0*1*||Congressional House::*4*5*||,0,827,SusanHowardSXSW,True,"[('andy biggs', 'na'), ('congressional house', 'na'), ('vote', 'b'), ('repeal', 'b')]"
1336,"['people', 'need']",Same people against  R the main ones that need it🤔cuz  is 4 the rich &amp; uninjured &amp; U aint Rich😂,"Obamacare, TrumpCare",Rich::*19*||,0,828,End_Prejudice,True,"[('people', 'b'), ('need', 'b')]"
1337,"['sad', 'america']",Today is an absolutely sad day for America.,AHCA,America::*7*||,0,829,RyanJKaz,True,"[('sad', 'b'), ('america', 'g')]"
1338,"['words', 'lose']",I'm at a loss of words because I'll definitely lose my health insurance now.,AHCA,,1,829,RyanJKaz,True,"[('words', 'b'), ('lose', 'b')]"
1339,"['actually', 'lord vader', 'stay']","""Oh wow, thanks for visiting-"" ""Actually, Lord Vader says you can't stay here.""",AHCA,Actually::*5*||Lord Vader::*6*7*||,0,830,JuniperNichols,True,"[('actually', 'b'), ('lord vader', 'na'), ('stay', 'b')]"
1340,[],*pulls out of bed*,AHCA,,1,830,JuniperNichols,True,[]
1341,"['read', 'better', 'dead']",Ever read Better off Dead?,AHCA,Better::*2*||Dead::*4*||,0,831,jo_strong_,True,"[('read', 'b'), ('better', 'b'), ('dead', 'b')]"
1342,['read'],Read it.,AHCA,nan,1,831,jo_strong_,True,"[('read', 'b')]"
1343,"['see', 'ptsd']",You'll see PTSD in the (albeit Canadian) military.,AHCA,PTSD::*2*||Canadian::*6*||,2,831,jo_strong_,True,"[('see', 'b'), ('ptsd', 'na')]"
1344,[],Rape is NOT a pre-existing condition  1/2,AHCA,,3,831,jo_strong_,True,[]
1345,"['get', 'right', 'since', 'really']",Let's get  trending as the right name for  since that's what it really is!,"TheResistance, Deathcare, AHCA",,0,832,JustLibertyRi,True,"[('get', 'b'), ('right', 'b'), ('since', 'b'), ('really', 'b')]"
1346,[],PLS RETWEET,"TheResistance, Deathcare, AHCA",nan,1,832,JustLibertyRi,True,[]
1347,[],@mikefarb1,"TheResistance, Deathcare, AHCA",,2,832,JustLibertyRi,True,[]
1348,[],@HouseGOP,"TheResistance, Deathcare, AHCA",,3,832,JustLibertyRi,True,[]
1349,"['the house republicans', 'shameful suicide pact']",I just published “The House Republicans’ Shameful Suicide Pact”,nan,“The House Republicans::*3*4*5*||Shameful Suicide Pact::*6*7*8*||,0,833,ormacheatuco,True,"[('the house republicans', 'b'), ('shameful suicide pact', 'na')]"
1350,['murderous boss'],The Grand Ole Putin Party has delivered for their Murderous Boss.,AHCA,Grand Ole Putin Party::*1*2*3*4*||Murderous Boss::*9*10*||,0,834,YvetteJiselle,True,"[('murderous boss', 'na')]"
1351,"['americans', 'die']",Americans will surely Die!,AHCA,Die::*3*||,1,834,YvetteJiselle,True,"[('americans', 'g'), ('die', 'b')]"
1352,[],Congrats Vladimir.,AHCA,nan,2,834,YvetteJiselle,True,[]
1353,[],Your plan is working.,AHCA,,3,834,YvetteJiselle,True,[]
1354,['shit'],Shit they will never experience.. amazing,nan,,0,835,AlexandriaRae_,True,"[('shit', 'b')]"
1355,['gone'],GONE GIRLS AND BOYS!!,nan,nan,0,836,hannahblue3,True,"[('gone', 'b')]"
1356,['joke'],My pinned tweet IS NOT A JOKE!!!,"AHCA, ResistTrump, VoteThemOut",JOKE::*6*||,0,837,JamesRusso2d3d,True,"[('joke', 'na')]"
1357,['read'],We must  plz read n spread my pinned 🙌🏽🙌🏽🙌🏽 @mmpadellan @funder @CNN,"AHCA, ResistTrump, VoteThemOut",,1,837,JamesRusso2d3d,True,"[('read', 'b')]"
1358,"['white', 'hate', 'obamacare']","""white folk hate me like obamacare.""","aca, ahca, obamacare, whitesupremacy, institutionalracism",,0,838,KidCano,False,"[('white', 'b'), ('hate', 'b'), ('obamacare', 'a')]"
1359,"['words', 'hold']",- @JosephChilliams Words still hold true,"aca, ahca, obamacare, whitesupremacy, institutionalracism",Words::*2*||,1,838,KidCano,True,"[('words', 'b'), ('hold', 'b')]"
1360,"['congress', 'obamacare', 'see', 'getting', 'happy', 'watch', 'left', 'shit']","passing while Congress keeps their Obamacare but u see ppl getting happy to ""watch the left cry"" are dumb as shit.",AHCA,Congress::*2*||Obamacare::*5*||,0,839,Dawneei,False,"[('congress', 'g'), ('obamacare', 'a'), ('see', 'b'), ('getting', 'b'), ('happy', 'b'), ('watch', 'b'), ('left', 'b'), ('shit', 'b')]"
1361,['left'],Y'all left out to!,AHCA,,1,839,Dawneei,True,"[('left', 'b')]"
1362,['deal'],Thanks men who don't have to deal with any of these.,nan,,0,840,kec725,True,"[('deal', 'b')]"
1363,[],Unacceptable.,nan,nan,1,840,kec725,True,[]
1364,"['people', 'time', 'trump', 'gop']","This is it people, time we 4get Trump &amp; focus all our energy on""The GOP"".",AHCA,Trump::*7*||GOP::*14*||,0,841,ChelseaFunGirl,True,"[('people', 'b'), ('time', 'b'), ('trump', 'g'), ('gop', 'g')]"
1365,"['hold', 'trump']",Hold them to account on everything including what Trump does,AHCA,Trump::*8*||,1,841,ChelseaFunGirl,True,"[('hold', 'b'), ('trump', 'g')]"
1366,[],Let's hope so....,nan,,0,842,Nycd16Indivis,True,[]
1367,[],Special ed services for disabled kids would be cut under the .,AHCA,,0,843,judith_graham,True,[]
1368,['really'],Not much discussed;  really important.,AHCA,,1,843,judith_graham,True,"[('really', 'b')]"
1369,[],@CitizenCohn,AHCA,,2,843,judith_graham,True,[]
1370,"['jason chaffetz', 'house', 'town', 'flynn', 'back']","How about that coward @jasoninthehouse Jason Chaffetz, the House Oversight Chair who skipped town for Flynn, but slithered back for",nan,Jason Chaffetz::*5*6*||Flynn::*15*||,0,844,JeffCerulli,True,"[('jason chaffetz', 'na'), ('house', 'g'), ('town', 'g'), ('flynn', 'g'), ('back', 'b')]"
1371,['latest'],The latest The Mich Stepping Stones Daily!,"ahca, trumpcare",Mich Stepping Stones Daily::*3*4*5*6*||,0,845,michstepstone,True,"[('latest', 'b')]"
1372,[],Thanks to @bett1230 @Bad_Woof @HillarySi2016,"ahca, trumpcare",,1,845,michstepstone,True,[]
1373,"['two', 'die']",two of my immediate family members will die if the  passes the Senate,AHCA,Senate::*12*||,0,846,maraleia,True,"[('two', 'b'), ('die', 'b')]"
1374,['america'],America needs help.,AHCA,,0,847,wheresmyoj,True,"[('america', 'g')]"
1375,['us'],Someone please help us.,AHCA,,1,847,wheresmyoj,True,"[('us', 'b')]"
1376,[],Thread 👇🏽,nan,,0,848,thenewred1,True,[]
1377,['gop'],"GOP,",AHCA,nan,0,849,AWorldOutOfMind,True,"[('gop', 'g')]"
1378,['words'],Your actions belie your words and show that truly you are evil cowards only concerned with yourselves.,AHCA,,1,849,AWorldOutOfMind,True,"[('words', 'b')]"
1379,"['voted', 'kill children']",You voted to KILL CHILDREN,AHCA,KILL CHILDREN::*3*4*||,2,849,AWorldOutOfMind,True,"[('voted', 'b'), ('kill children', 'na')]"
1380,"['watch', 'democrats', 'ahca']",Watch as Democrats break out in song as the AHCA passes the House,nan,Democrats::*2*||AHCA::*9*||House::*12*||,0,850,CherryCoffeeLou,True,"[('watch', 'b'), ('democrats', 'g'), ('ahca', 'g')]"
1381,['republicans'],republicans are literally evil lol,nan,nan,0,851,wildestdreamed,False,"[('republicans', 'a')]"
1382,"['republican', 'voted', 'christianity']",Every Republican who voted for  routinely congratulates themselves for the moral superiority conferred by their smug Christianity.,AHCA,Republican::*1*||Christianity::*16*||,0,852,bpwerks,True,"[('republican', 'g'), ('voted', 'b'), ('christianity', 'na')]"
1383,[],This is messed up.,nan,,0,853,Raysa_Leer,True,[]
1384,"['house republicans', 'care']","Shame on them ""House Republicans narrowly pass controversial bill to overhaul health-care system""",nan,House Republicans::*3*4*||,1,853,Raysa_Leer,True,"[('house republicans', 'g'), ('care', 'b')]"
1385,['us'],@GOP concerned about looking us in the face over .,AHCA,,0,854,deplorable_k,True,"[('us', 'b')]"
1386,"['us', 'europe']",Should worry about that as they turn us into Europe w the refugee program.,AHCA,Europe::*9*||,1,854,deplorable_k,True,"[('us', 'b'), ('europe', 'g')]"
1387,"['obamacare', 'report']",ObamaCare repeal bill could affect employer health plans: report  ♥♥♥,Obamacare,,0,855,MOnyryx,False,"[('obamacare', 'a'), ('report', 'b')]"
1388,['seriously'],"If you ever seriously said ""but her emails,"" whatever mental disorder you have is a pre-existing condition not covered under the .",AHCA,,0,856,TheSciBabe,True,"[('seriously', 'b')]"
1389,[],Suggest not partying yet ... @POTUS @mitchmcconnell_,nan,,0,857,Iris2856,True,[]
1390,['see'],"-- preview of its clever ""high risk pools"" (See  for less expensive, better coverage)","Trumpcare, Obamacare",See::*8*||,0,858,langdonw,True,"[('see', 'b')]"
1391,['time'],"@FoxNews @POTUS @GOP @CNN @MSNBC I'm still doubtful, but hopeful at the same time.",AHCA,,0,859,mtnpoet,True,"[('time', 'b')]"
1392,[],Not like we have a choice.,AHCA,,1,859,mtnpoet,True,[]
1393,['see'],We shall see.,AHCA,,2,859,mtnpoet,True,"[('see', 'b')]"
1394,['trump'],"Is this what Trump meant by ""grab them by the pussy?""",AHCA,Trump::*3*||,0,860,mixtapemandi,True,"[('trump', 'g')]"
1395,"['goper', 'voted', 'voted']",Would u wanna b a GOPer who voted against  n has 2 face the wrath of the base or 1 who voted 4 it n has 2 face the wrath of evry1 else?,AHCA,GOPer::*5*||,0,861,RavenLaR,True,"[('goper', 'na'), ('voted', 'b'), ('voted', 'b')]"
1396,['hate'],I hate him and them and the bill,nan,,0,862,jamayypups,True,"[('hate', 'b')]"
1397,['die'],I will literally die lol.,AHCA,,0,863,NUCLEARnicole,True,"[('die', 'b')]"
1398,"['sounds', 'right']",Sounds about right.,"AHCA, TrumpCare, GOP",,0,864,LejanATX,True,"[('sounds', 'b'), ('right', 'b')]"
1399,"['fake christians', 'voted']",Fake Christians just voted to kill their voters for a tax cut.,"AHCA, TrumpCare, GOP",Fake Christians::*0*1*||,1,864,LejanATX,True,"[('fake christians', 'na'), ('voted', 'b')]"
1400,['congressmen'],"But to Congressmen, this will never matter.",AHCA,Congressmen::*2*||,0,865,Aurinth,True,"[('congressmen', 'na')]"
1401,[],Why?,AHCA,nan,1,865,Aurinth,True,[]
1402,['congress'],Congress and their staff are exempt.,AHCA,,2,865,Aurinth,True,"[('congress', 'g')]"
1403,"['get', 'care']",They still get the care we all deserve.,AHCA,,3,865,Aurinth,True,"[('get', 'b'), ('care', 'b')]"
1404,[],13,AHCA,nan,4,865,Aurinth,True,[]
1405,['left'],"More appropriate would be ""left a trail of slime as he returned for .""",AHCA,,0,866,MagyarBear,True,"[('left', 'b')]"
1406,[],Snakes have much more class than slugs.,AHCA,,1,866,MagyarBear,True,[]
1407,[],Anyone have salt?,AHCA,,2,866,MagyarBear,True,[]
