,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user
406,['boom'],Boom!,nan,nan,0,265,DizzSA1
407,[],Dumbass confirmed,nan,,1,265,DizzSA1
408,"['keitholbermann news of fisa warrant', 'carter page', 'flynn']","KeithOlbermann: News of FISA Warrant against Carter Page, continuing silence on Flynn, fits inference they've nail",nan,KeithOlbermann News of FISA Warrant::*0*1*2*3*4*||Carter Page::*6*7*||Flynn::*11*||,0,266,ProudlyLiberal2
409,[],The noose slowly tightens,nan,,0,267,blainey
410,"['carter', 'fisa']",@SykesCharlie What is their stand on Carter Page and the FISA warrant?,nan,Carter Page::*6*7*||FISA::*10*||,0,268,nobs7401
411,[],"Yes, this!",nan,,0,269,KathleenWoodw17
412,[],Follow the money!,nan,,1,269,KathleenWoodw17
413,['pagie'],Bye bye Pagie!,GrumpyTrumpy,Pagie::*2*||,0,270,Christi22751000
414,[],Take  w/u!,GrumpyTrumpy,,1,270,Christi22751000
415,[],"Let's ""Make Jailbirds Mate Again!""",GrumpyTrumpy,nan,2,270,Christi22751000
416,"['probable', 'page', 'russia']","""probable cause to believe Page was acting as an agent of a foreign power, in this case Russia""",nan,Page::*4*||Russia::*17*||,0,271,KnowYourObama
417,[],"Drip, drip, drip!",TrumpRussiaCollusion,,0,272,AshleyElpern
418,"['wapo', 'cnn']",@jeremyherb @CNN @jimsciutto @mkraju @ericbradner How does this WAPO story affect the CNN story?,nan,WAPO::*8*||CNN::*12*||,0,273,ashsoles
419,"['bostonglobe the fbi', 'trump', 'carter page']",BostonGlobe: The FBI obtained a warrant to monitor former Trump adviser Carter Page.,nan,BostonGlobe The FBI::*0*1*2*||Trump::*9*||Carter Page::*11*12*||,0,274,JamesRoy
420,['administration'],Fuck this administration,nan,,0,275,HenryB12
421,"['fbi', 'trump']",FBI had reason to believe during 2016 presidential campaign that Trump team included Russian agent or agents.,nan,Trump::*10*||Russian::*13*||,0,276,4free_Ukraine
422,"['spicer', 'stop', 'looks']",Spicer: Oh man I should stop comparing things to historical figures this looks bad for me,nan,,0,277,AJVicens
423,['carter page'],Carter Page:,nan,nan,1,277,AJVicens
424,"['fire', 'go']",Now there's fire to go along with a ton of smoke.,trumprussia,,0,278,YouCowardlyLion
425,[],Probably the most important of this story,nan,,0,279,lieber2k
426,"['sean spicer', 'carter page']",I'd be worried about Sean Spicer &amp; Carter Page,TrumpRussia,Sean Spicer::*4*5*||Carter Page::*7*8*||,0,280,ItIzBiz
427,[],"If I were a traitor under investigation 4 collusion w/ Russia, @realDonaldTrump",TrumpRussia,Russia::*10*||,1,280,ItIzBiz
428,"['report fbi', 'got', 'fisa warrant', 'carter page']",@thedailybeast: Report: FBI got FISA warrant to monitor Carter Page,nan,Report FBI::*1*2*||FISA::*4*||Carter Page::*8*9*||,0,281,New_Narrative
429,[],oh I dunno,"Trump, WTF",,0,282,CharlizeTheroff
430,"['hallmark', 'administration']",skittering about like a blinded cockroach seems to be the Hallmark of this Administration.,"Trump, WTF",Hallmark::*10*||Administration::*13*||,1,282,CharlizeTheroff
431,"['need', 'trump', 'carter page']",What you need to know about former Trump adviser Carter Page,nan,Trump::*7*||Carter Page::*9*10*||,0,283,shift_in2_turbo
432,"['report fbi', 'got', 'fisa warrant', 'carter page']",Report: FBI Got FISA Warrant to Monitor Carter Page  via @thedailybeast,nan,,0,284,BaskotaAyed
433,['page'],.If only page could send tomahawks somewhere,nan,,0,285,sunnypeaceful01
434,['sean spicer'],Sean Spicer falling flat on his ass.,nan,Sean Spicer::*0*1*||,0,286,EricRobertson
435,"['carter page', 'fisa warrant']",Carter Page under FISA warrant.,nan,Carter Page::*0*1*||FISA::*3*||,1,286,EricRobertson
436,"['susan rice', 'dem', 'gop']",Susan Rice exonerated by Dem AND GOP lawmakers.,nan,Susan Rice::*0*1*||Dem::*4*||GOP::*6*||,2,286,EricRobertson
437,[],Am I dreaming?,nan,,3,286,EricRobertson
438,[],"Thank you, @LouiseMensch for breaking this story.",nan,,0,287,Analogbear
439,['got'],"I don't always agree with your politics (well, never), but YOU got the scoop.",nan,,1,287,Analogbear
440,['get'],Let me get this straight.,nan,,0,288,TespGames
441,['left'],The left is cheering the unmasking of private citizen Carter Page ?,nan,Carter Page::*9*10*||,1,288,TespGames
442,[],This should scare the hell out of you.,nan,,2,288,TespGames
443,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page.,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,289,richardlorello
444,[],Cause to believe he was agent of Russia,nan,Russia::*7*||,1,289,richardlorello
445,['big'],.......he can lead the @fbi to big &amp; bigger elephants in room.,nan,nan,0,290,jcbriones
446,"['sean spicer on hitler', 'carter page', 'mlk']","Reporter's reaction to Sean Spicer on Hitler - equally applicable to Carter Page's ""I'm basically MLK"" fuckery.",nan,Sean Spicer on Hitler::*3*4*5*6*||Carter Page's::*11*12*||MLK::*15*||,0,291,MsEntropy
447,['name'],"""...carter...page...now theres a name i havent heard in years..""",nan,nan,0,292,darth
448,"['russian agent carter page', 'knew', 'mike flynn', 'see', 'trump']","So the plot thickens, another Russian Agent, Carter Page, and we knew about Mike Flynn, can't wait to see ALL fall on Trump's lap.",nan,Russian Agent Carter Page::*5*6*7*8*||Mike Flynn::*13*14*||Trump's::*22*||,0,293,cpv820_valente
449,"['foxnews carter page fbi', 'fisa warrant', 'trump']",FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,nan,FoxNews Carter Page FBI::*0*1*2*3*||FISA::*6*||,0,294,House_Insider
450,"['russian', 'trump']","""Our of our advisors was maybe a Russian intelligence asset"" is what passes for pro-Trump spin.",nan,Russian::*7*||,0,295,stanveuger
451,"['jeff sessions', 'carter page', 'trump']",@funder Didn't Jeff Sessions recommend Carter Page for the Trump campaign/administration?,nan,Jeff Sessions::*2*3*||Carter Page::*5*6*||Trump::*9*||,0,296,SandraPitts14
452,"['trump', 'russian']",ANYBODY TAKING BETS ON WHICH OF TRUMP'S BUDDIES WILL BLAB ABOUT THE RUSSIAN CONNECTION AND BRING HIM DOWN?,nan,nan,0,297,DianaCialino
453,['carter'],My money's on Carter Page.,nan,Carter Page::*3*4*||,1,297,DianaCialino
454,['carter page'],"if you had carter page on your ""fisa warrant bingo"" card, please step up and collect your winnings",nan,nan,0,298,mgerrydoyle
455,"['got', 'carter page']",My president fired $80m of missiles to change the narrative and all I got was Carter Page trending.,nan,Carter Page::*15*16*||,0,299,JohnFugelsang
456,"['treason', 'carter page']",@seanhannity and @marklevinshow &amp; others have lied about possible treason by Carter Page &amp; others.,nan,Carter Page::*11*12*||,0,300,ColoradoHeathen
457,[],They're traitors for the obfuscation.,nan,,1,300,ColoradoHeathen
458,['carter page'],"@RVAwonk And it was Carter Page, like I thought!!",nan,Carter Page::*4*5*||,0,301,Utleyjacobite
459,"['fbi', 'page', 'intel']","FBI believed Page ""engaged in clandestine intel activities on behalf of Moscow""",trumprussia,Page::*2*||Moscow::*11*||,0,302,karelvetrovec
460,[],This is gettin good,trumprussia,,1,302,karelvetrovec
461,['sessions'],@JSteria @LilMsgss Sessions too.≡ƒæç≡ƒÅ╝,nan,Sessions::*2*||,0,303,Tam_Resist
462,"['since', 'first', 'fisa']","""Since the 90-day warrant was first issued, it has been renewed more than once by the FISA court, the officials said",nan,90-day::*2*||FISA::*16*||,0,304,jwomack
463,"['latest', 'nunes', 'carter page']",@seanhannity The LATEST news is Nunes is a proven liar and Carter Page is a foreign operative.,nan,LATEST::*2*||Nunes::*5*||Carter Page::*11*12*||,0,305,EunuchTrump
464,[]," obtained  warrant to monitor former  adviser  

","FBI, FISA, Trump, CarterPage",nan,0,306,Spam4Trump
465,['looks'],Looks like there is something there.,nan,,0,307,Tweetypot
466,[],.Faaaaaaaaaaaaaaaacts,nan,nan,0,308,sunnypeaceful01
467,[],I'm soooo excited!!,"Trumprussia, TheResistance, russiagate",,0,309,RJG507089
468,['impeachment'],"As stated previously, collusion at the top of the trump presidential run was and still is grounds for impeachment!",nan,,0,310,RudyTejano
469,"['fbi', 'fisa warrant', 'trump', 'carter page the washington post', 'read']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post Must read....,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,0,311,tahoecalif
470,"['trump', 'russia']",@oreillyfactor Trump advisor under investigation for colluding with Russia.,nan,Trump::*1*||Russia::*8*||,0,312,bercbon4
471,['legal fisa'],A LEGAL FISA warrant.,nan,LEGAL FISA::*1*2*||,1,312,bercbon4
472,"['top news fbi', 'fisa warrant', 'trump', 'carter page']",Top News: FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,nan,Top News FBI::*0*1*2*||FISA::*4*||Trump::*9*||Carter Page::*11*12*||Washington Post::*14*15*||,0,313,FlabinAlert
473,"['fbi', 'hillary', 'lynch', 'obama', 'donald']",@HeyTammyBruce FBI  / Hillary's Andrew McCabe was secretly working with Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary!,nan,FBI::*1*||Hillary's Andrew McCabe::*3*4*5*||Lynch::*10*||Donald Trump::*14*15*||,0,314,glennyork
474,['carter page'],Carter Page,nan,nan,1,314,glennyork
475,"['hillary', 'russian']",Imagine if Hillary had so many Russian ties.,nan,Hillary::*2*||Russian::*6*||,0,315,colin_havens
476,"['people', 'putin']",Imagine if she had so many people in her campaign linked to Putin himself,nan,Putin::*12*||,1,315,colin_havens
477,[],Dude.,nan,nan,0,316,katherinemiller
478,['really'],This is really fucking incredible.,nan,,0,317,lakefxdan
479,"['one', 'fisa court']",One does not simply walk into FISA Court with mere suspicions.,nan,FISA Court::*6*7*||,1,317,lakefxdan
480,[],Still is?,nan,,0,318,ofpeopl
481,"['real', 'obama']",But remember the real issue is the leaks from Obama officials that may or may not have happened,nan,Obama::*9*||,0,319,Steven_Strauss
482,"['world news', 'fbi', 'fisa warrant', 'trump', 'carter page']","World News; ""FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post""",nan,World News::*0*1*||FBI::*2*||FISA::*4*||Trump::*9*||Carter Page::*11*12*||Washington Post::*14*15*||,0,320,Ubertr0_nNub
483,['fire'],"BREAKING: There's smoke, &amp; now fire.","resist, trumprussia",,0,321,BanditRandom
484,"['fbi', 'fisa warrant', 'watch', 'dt', 'carter page']",FBI rec'd FISA warrant to watch DT advisor Carter Page.,"resist, trumprussia",FISA::*2*||DT::*6*||Carter Page::*8*9*||,1,321,BanditRandom
485,['sing'],When will he sing?,nan,,0,322,criticalblah
486,"['carter page fbi', 'fisa warrant', 'trump']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser |,nan,Carter Page FBI::*0*1*2*||FISA::*5*||,1,322,criticalblah
487,"['fbi', 'trump', 'carter page report']",FBI received warrant to monitor Trump adviser Carter Page: report,nan,Trump::*5*||Carter Page::*7*8*||,0,323,AmericanCFLFan
488,['american'],How about some American news?,nan,American::*3*||,0,324,therepublitard
489,"['holocaust centers nunes', 'carter page']","If you are looking for topics, there's Holocaust Centers, Nunes and Carter Page, @oreillyfactor",nan,Holocaust Centers Nunes::*7*8*9*||Carter Page::*11*12*||,1,324,therepublitard
490,['one'],@morninggloria may want to focus on this one tho:,nan,nan,0,325,the1duncan
491,"['trump', 'trump', 'trump']","trump is going down, trump is going down, trump is going down",nan,nan,0,326,KnowYourObama
492,"['announcing', 'us']","QUESTION: ""Announcing your foreign policy team shortly Any you can share with us?""",nan,Announcing::*1*||,0,327,OscarNunezLA
493,"['trump', 'carter page']","TRUMP: ""Carter Page, PhD",nan,nan,1,327,OscarNunezLA
494,"['two', 'one', 'really']","Oh, I dunno, maybe two toddlers with nukes off the Korean Peninsula and one of them has had a really bad day?",nan,Korean Peninsula::*10*11*||,0,328,revanner
495,"['fisa warrant', 'carter']",@LouiseMensch FISA warrant was issued on Carter Page ... breaking on MSNBC,nan,FISA::*1*||Carter Page::*6*7*||MSNBC::*10*||,0,329,KarenBlumentha1
496,"['devin nunes', 'carter page', 'time', 'potus', 'syria']",Devin Nunes and Carter Page stories hitting at the same time ... expect an AM potus tweet storm... or we bomb Syria again ≡ƒñö,nan,Devin Nunes::*0*1*||Carter Page::*3*4*||Syria::*20*||,0,330,JamBrandMrktng
497,"['trump', 'syria']","Trump: ""We are not going into Syria"".",reeee,Syria::*6*||,0,331,atkhelo
498,"['sean spicer', 'holocaust', 'carter page', 'russian']","Media: ""SEAN SPICER IS AN ANTI SEMITE HOLOCAUST DENIER AND CARTER PAGE IS A RUSSIAN AGENT!!!""",reeee,nan,1,331,atkhelo
499,"['fbi', 'fisa warrant', 'trump', 'carter page the washington post', 'folks']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post NOTHING TO C HERE FOLKS!,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||FOLKS::*19*||,0,332,SallySellers54
500,"['carter page', 'trump', 'fbi', 'russian']","Carter Page, Former Trump Adviser, Monitored Last Summer By FBI Over Russian Contacts","tcot, news, variety",nan,0,333,littlebytesnews
501,"['fisa court', 'fbi', 'trump', 'carter page']",FISA court granted FBI authority to monitor Trump adviser Carter Page during campaign:,TrumpRussiaCollusion,FBI::*3*||Trump::*7*||Carter Page::*9*10*||,0,334,4citkane
502,"['fbi', 'page', 'carter page']",@KeithOlbermann So Does This Mean The FBI Was Listening to Every Conversation PAGE Had....TRUMP Loved Carter Page.,nan,,0,335,Bulldawg2482
503,[],..Interesting?,nan,nan,1,335,Bulldawg2482
504,[],????,nan,nan,2,335,Bulldawg2482
505,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,336,rxflg
506,"['fbi', 'fisa warrant']",FBI had FISA warrant to snoop on ex-Trump adviser Carter Page: report,finance,FISA::*2*||Carter Page::*9*10*||,0,337,financeprnews
507,"['republican fbi director comey refused', 'tell']",AND Republican FBI Director Comey REFUSED to tell voters during the election,"carterpage, traitortrump, Trumprussia",Republican FBI Director Comey REFUSED::*1*2*3*4*5*||,0,338,pqpolitics
508,"['fisa warrant', 'carter page']",A FISA warrant investigated Carter Page.,nan,FISA::*1*||Carter Page::*4*5*||,0,339,kaykas
509,[],Unprecedented.,nan,nan,0,340,darlin
510,"['probable', 'next']",A federal court found probable cause an advisor to the next president of the United States was acting,nan,United States::*14*15*||,1,340,darlin
511,"['page', 'back', 'russias', 'house']","And with""Carter Page"" lets take back the peoples house @realdonaldtrump @mike_pence @jaredkushner made it Russias house","Resist, Trumprussia",Page::*2*||Russias::*14*||,0,341,Itsafairday
512,"['carter page', 'mlk']",Carter Page comparing himself to MLK.,nan,Carter Page::*0*1*||MLK::*5*||,0,342,bstrawbridge
513,"['spicer', 'hitler']","Spicer's Hitler ""analogy.""",nan,Spicer's Hitler::*0*1*||,1,342,bstrawbridge
514,[],What is going on?,nan,,2,342,bstrawbridge
515,"['fbi', 'legal fisa']",AND....in other news:  FBI did obtain a legal FISA warrant.,trumprussia,FBI::*4*||FISA::*9*||,0,343,LisaMorrellRRT
516,['carter'],On Carter Page.,trumprussia,nan,1,343,LisaMorrellRRT
517,"['big', 'deal']",This is a big fucking deal,trumprussia,,2,343,LisaMorrellRRT
518,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*12*13*||,0,344,lzodevelopment
519,"['fisa warrant', 'trump', 'carter page']",obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"F4F, RT, news, FBI",FISA::*1*||Trump::*6*||Carter Page::*8*9*||Washington Post::*11*12*||,0,345,WorldNews707
520,"['report fisa', 'fbi', 'carter']",Report: FISA court approved FBI's request to spy on Carter Page,nan,Report FISA::*0*1*||FBI's::*4*||Carter Page::*9*10*||,0,346,hrothenb
521,[],this is the dumbest show on television,nan,nan,0,347,mikescalise
522,"['jeff sessions', 'carter page', 'trump']",@KeithOlbermann Jeff Sessions recommended Carter Page for Trump campaign/admin.,nan,Jeff Sessions::*1*2*||Carter Page::*4*5*||Trump::*7*||,0,348,SandraPitts14
523,[],Isn't he a fucking buffoon though?,nan,,0,349,AFPiedmont
524,"['carter page', 'trump']",Carter Page news: Trump supporters now believe they have their proof.,Trumprussia,Carter Page::*0*1*||Trump::*3*||,0,350,Bernie4People
525,[],now believe they have their proof.,Trumprussia,,1,350,Bernie4People
526,['since'],The 90-day warrant has been renewed more than once since it was issued  via @washingtonpost,nan,90-day::*1*||,0,351,terri_to
527,[],@MrZeroF0 @LouiseMensch @counterchekist @level39 @conspirator0 @TeaPainUSA @MrFelt_ @FBI You refer to this i assume?,nan,,0,352,anathymadevice
528,"['july', 'moscow', 'trump']",July visit to Moscow approved by Trump camp:,nan,Moscow::*3*||Trump::*6*||,0,353,ekcj1234
529,[],BUT HER EMAILS!,DoubleStandards,nan,0,354,upanatm
530,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page,DoubleStandards,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,1,354,upanatm
531,['russia'],"""Russia wants to avoid escalating the conflict at any cost, but is prepared 4 the worst""",nan,,0,355,ClubBayern
532,['sean spicer carter page'],(Sean Spicer Carter Page),nan,nan,1,355,ClubBayern
533,['carter page'],Carter Page is a spy  (Like we didn't already know)  he had that spy smile...,"IToldYa, LoveYouObama",Carter Page::*0*1*||,0,356,Elvisnmore
534,"['report fisa', 'fbi', 'look', 'comey obama']","Report: FISA court approved FBI's @Twitter, Look ≡ƒæÇ at Comey, Obama.",nan,Report FISA::*0*1*||FBI's::*4*||Look::*6*||Comey Obama::*9*10*||,0,357,MorvantCheryl
535,"['clinton', 'military nsa fbi']","Clinton, Even Military, NSA, FBI, Your answer!",nan,Military NSA FBI::*2*3*4*||,1,357,MorvantCheryl
536,['carter page'],Carter Page gets a cellmate!,nan,Carter Page::*0*1*||,0,358,RodneyAnon
537,['carter page'],@funder Carter Page is such an unhinged person.,nan,Carter Page::*1*2*||,0,359,jacobsfam
538,['best'],Can believe I'm saying this but is this the best Russia could find?,nan,Russia::*10*||,1,359,jacobsfam
539,"['fbi', 'trump', 'carter page']",FBI reportedly probed ex-Trump aide Carter Page during campaign,nan,Carter Page::*5*6*||,0,360,zyiteblog
540,[],Oh my.,Trumprussia,,0,361,MarkCM07
541,"['look', 'carter page']","Look it's Carter Page, once again.",Trumprussia,,1,361,MarkCM07
542,"['fisa warrant', 'russian']",FISA warrant because they believe he was/is a Russian agent.,Trumprussia,Russian::*8*||,2,361,MarkCM07
543,[],Rachel  should do a special w/ all the planned segments that had to be tossed due to late-breaking Trump admin bombshells.,Maddow,Trump::*18*||,0,362,lcgarbage
544,['big'],THIS ≡ƒæç≡ƒÅ╜IS BIG!!,nan,BIG::*2*||,0,363,DorH84607784
545,[],Is anyone SURPRISED?,nan,,1,363,DorH84607784
546,"['time', 'comey']",IT IS PAST TIME FOR COMEY TO STEP DOWN...THEN THROW THE CUFFS ON HIM!,nan,nan,2,363,DorH84607784
547,"['fbi', 'trump', 'comney', 'hillary']",The most infuriating part is the FBI had all this info on Trump/Russian &amp; yet Comney's presser was about Hillary's old emails.,nan,FBI::*6*||Trump::*12*||Comney's::*15*||Hillary's::*19*||,0,364,MJGWrites
548,['carter page'],"""Carter Page""",nan,nan,1,364,MJGWrites
549,"['spicer', 'hitler', 'fbi fisa', 'carter', 'fisa']",@CNN Maybe Spicer's Hitler comment was used to distract from FBI FISA &amp; Carter Page..Get everyone talking about it to bury FISA lede.....,nan,Spicer's Hitler::*2*3*||FBI FISA::*10*11*||Carter Page Get::*13*14*15*||FISA::*22*||,0,365,heartofstylez
550,[],Just like that,nan,,0,366,Joenewsguy
551,[],@63ClarkS @jaketapper Oh!!,nan,,0,367,SalcidoKristin
552,['carter page'],Let's talk about Carter Page!,nan,Carter Page::*3*4*||,1,367,SalcidoKristin
553,['name'],#NAME?,nan,nan,0,368,AnywhereNews
554,['u.s'],"Hey, the U.S. has secret courts.",nan,U.S.::*2*||,0,369,ethomasw
555,['need'],"In case you need an example of ""normalization.""",nan,,1,369,ethomasw
556,['carter page'],Carter Page ...≡ƒÄ╝≡ƒÄñ and they all fall down!,"resist, TrumpRussia",Carter Page::*0*1*||,0,370,shannychick
557,"['carter page', 'america', 'administration']","""Carter Page"" living a America under this administration is like bad Tom Clancy novel.",nan,Carter Page::*0*1*||America::*4*||Tom Clancy::*11*12*||,0,371,SOLOAMERICAN76
558,"['fbi', 'fisa warrant']",FBI had FISA warrant to snoop on ex-Trump adviser Carter Page: report: The FBI obtained a secretΓÇª  MARKETWATCH,nan,FISA::*2*||Carter Page::*9*10*||FBI::*13*||MARKETWATCH::*17*||,0,372,FinanzLinksCom
559,[],Last summer.,nan,,0,373,iamhereinmich
560,[],Before the election.,nan,,1,373,iamhereinmich
561,['comey'],Before the whole October email announcement by Comey.,nan,October::*3*||Comey::*7*||,2,373,iamhereinmich
562,"['really', 'wrong']",This really is WRONG!,nan,WRONG::*3*||,3,373,iamhereinmich
563,"['hrc', 'wh']",HRC should be in the WH!,nan,,4,373,iamhereinmich
564,['carter page'],carter page all like hold my beverage,nan,nan,0,374,LydiaBurrell
565,"['page', 'link']",Page is a link in a very complex chain.,nan,,0,375,truth_trumpet
566,['link'],Still a link.,nan,,1,375,truth_trumpet
567,['link'],"Not ""the"" link.",nan,,2,375,truth_trumpet
568,"['wonder', 'russian', 'got', 'complaint']","@maddow Wonder if the Russian spies ever got borrowed millions to hook  as discussed in Complaint, and if so, how was it used?",CarterPage,Wonder::*1*||Russian::*4*||Complaint::*15*||,0,376,raquelgordon
569,['syria'],SYRIA STUNT.,nan,nan,0,377,bonecho5
570,[],B.S.,nan,nan,1,377,bonecho5
571,['russia'],to distract from Russia  crimes.,nan,Russia::*3*||,2,377,bonecho5
572,['trump'],TRUMP STILL BEING CRIMINALLY INVESTIGATED.,nan,nan,3,377,bonecho5
573,['msm'],WAKE UP MSM.,nan,nan,4,377,bonecho5
574,[],≡ƒì⌐≡ƒì┐≡ƒì⌐≡ƒì½,nan,,5,377,bonecho5
575,['get'],I know @FBI is trying to get all the spies and moles but before too much damage like nukes start using the handcuffs,nan,,0,378,mwdeeth
576,[],You're a special flavor of stupid.,nan,,0,379,sametownblues
577,"['fbi', 'trump', 'carter page']",Last summer FBI obtained FISA warrant to monitor former Trump adviser Carter Page,nan,FBI::*2*||FISA::*4*||Trump::*9*||Carter Page::*11*12*||,0,380,AndyMcCanse
578,"['trump', 'sing']","I don't know if he can incriminate Trump, but this guy will flip quickly and sing like 387 birds:",nan,Trump::*7*||,0,381,DavidKoechner
579,"['carter page', 'united']",Carter Page on the verge of being thrown under the bus so hard he'll wish he was flying on United:,nan,Carter Page::*0*1*||United::*19*||,0,382,robertcaruso
580,[],BINGO!,nan,nan,0,383,RuPaul
581,"['fbi', 'fisa warrant', 'cheetolini', 'carter page']",FBI obtained FISA warrant to monitor former Cheetolini adviser Carter Page,nan,FISA::*2*||Cheetolini::*7*||Carter Page::*9*10*||,1,383,RuPaul
582,"['fbi', 'got', 'fisa warrant', 'trump', 'carter page', 'probable']","FBI got FISA warrant to monitor former Trump adviser Carter Page - ""probable cause...acting as agent of [Russia]""",nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Russia::*18*||,0,384,EisOnMN
583,['carter page'],"Carter Page was the target of Counter-terrorism probe &amp; investor in Rosneft, the Russia oil giant &amp; Trump advisor.",nan,Carter Page::*0*1*||Counter-terrorism::*6*||Rosneft::*11*||Russia::*13*||Trump::*17*||,0,385,ClimateTalker
584,['fisa'],@seanhannity @FoxNews @adamhousley @oreillyfactor @TuckerCarlson @SaraCarterDC FISA'S are highly classified so this is another illegal leak,nan,FISA'S::*6*||,0,386,MyPlace4U
585,"['comey', 'vote', 'hillary']","Comey/Nunez: But before you vote, we want to make sure you understand that duplicate Hillary emails that exonerate her have been discovered.",nan,Hillary::*14*||,0,387,leemwilliams
586,"['wash post', 'carter page', 'fbi']",@DavidCornDC Wash Post breaking ... FISA warrant was issued for Carter Page by FBI,nan,Wash Post::*1*2*||FISA::*4*||Carter Page by FBI::*9*10*11*12*||,0,388,KarenBlumentha1
587,"['watch', 'trump', 'page', 'fbi']","Watch @FoxNews work to distance Trump from this--Page is a former adviser NOW, but was on staff when FBI sought warrant.",nan,Trump::*5*||FBI::*18*||,0,389,TraylorAlan
588,"['guys', 'devil', 'get', 'darth vader']",I think these guys that sold out our country to the devil (Russia) should probably get a Darth Vader like body guard for protection.,nan,Russia::*12*||Darth Vader::*17*18*||,0,390,mhg1325
589,"['carter page', 'lives']","Carter Page will be the primary witness for the prosecution, if he lives.",nan,Carter Page::*0*1*||,0,391,3drummers
590,['carter page'],@mitchellvii What about Carter Page comrade?,nan,Carter Page::*3*4*||,0,392,RealAlgerHiss
591,"['report fbi', 'got', 'fisa warrant', 'carter page']",Report: FBI Got FISA Warrant to Monitor Carter Page,nan,,0,393,annehillebrand2
592,"['page', 'mlk', 'fbi']",Wait...Carter Page actually compared himself to MLK (re: FBI/Justice surveillance/eavesdropping)?,nan,Wait Carter Page::*0*1*2*||MLK::*7*||FBI::*9*||,0,394,Amy_Siskind
593,['need'],I'm gonna need aΓÇª,nan,,1,394,Amy_Siskind
594,"['carter page', 'look']","Oh carter page, look what you have done?",nan,,0,395,huffingtonList
595,['syria'],I feel sorry for Syria now.,nan,Syria::*4*||,1,395,huffingtonList
596,"['con', 'don', 'soon']",Con man Don gonna rain tomahawk on them soon,nan,Don::*2*||,2,395,huffingtonList
597,"['carter page', 'right']","Carter Page right now, probably.",nan,Carter Page::*0*1*||,0,396,MariaLiaCalvo
598,['hate'],I was going to write about hate and betrayal.,nan,,0,397,GenKnoxx
599,['real'],But the real story here is stupidity.,nan,,1,397,GenKnoxx
600,"['latest', 'us', 'lose']","Amidst the latest gaffe and questionable military tactics, let us not lose sight.",nan,,0,398,akimboh
601,[],@realDonaldTrump @funder   The truth just keeps slowly trickling out!,Trumprussia,,0,399,Nato_true_cons
602,"['foxnews carter page fbi', 'fisa warrant', 'trump']",FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,nan,FoxNews Carter Page FBI::*0*1*2*3*||FISA::*6*||,0,400,newsjunkieswmo
603,[],More than that.,nan,,0,401,tribelaw
604,"['fbi', 'probable', 'page']",The FBI believed there was probable cause that Page was acting as an agent of Russia.,nan,FBI::*1*||Page::*8*||Russia::*15*||,1,401,tribelaw
605,['back'],Does this mean the worship of phallic symbols is over &amp; we're back to reality?,"hardball, inners",,0,402,wildweezle
606,['carter page'],Carter Page,"hardball, inners",nan,1,402,wildweezle
607,[],@MikeMalloyShow,"hardball, inners",,2,402,wildweezle
608,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page  When will he be arrested?,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,403,Vidian6
609,['special prosecutor'],Finally a Special Prosecutor is needed!,nan,Special Prosecutor::*2*3*||,0,404,bugbuster55
610,[],Duh ya think?,nan,,1,404,bugbuster55
611,"['sean spicer', 'holocaust']",Sean Spicer/Holocaust,KS04,nan,0,405,SuchPolitics
612,['carter page'],Carter Page,KS04,nan,1,405,SuchPolitics
613,['nunes'],Nunes,KS04,nan,2,405,SuchPolitics
614,['twitter'],BEING ON TWITTER NOW LIKE,KS04,nan,3,405,SuchPolitics
