,2nd Iteration Candidates,TweetSentence,annotation,completeness,current_minus_entry,entry_batch,hashtags,index,phase1Candidates,sentID,tweetID,user
41,[],It's like Christmas!,['christmas'],True,0.0,4,nan,,nan,1,223,steph_bello
42,"['carter page', 'trump', 'oath', 'congress', 'russians']",@JeffSessions brought on Carter Page to the Trump campaign &amp; then lied under Oath to Congress about communications with the Russians.,"['carter page', 'trump', 'congress', 'russians']",True,0.0,4,nan,,Carter Page::*3*4*||Trump::*7*||Oath::*13*||Congress::*15*||Russians::*20*||,0,224,3ChicsPolitico
43,[],RESIGN,[],True,0.0,4,nan,,nan,1,224,3ChicsPolitico
44,[],BOOM!,[],True,0.0,4,nan,,nan,0,225,awv2000
45,[],@LouiseMensch had it all the way,[],True,0.0,4,nan,,,1,225,awv2000
46,[],Not so surprising facts:,[],True,0.0,4,TheResistance,,,0,226,TrumpIsNotLegit
47,[],3.,[],True,0.0,4,TheResistance,,nan,1,226,TrumpIsNotLegit
48,[],Earth is round,[],True,0.0,4,TheResistance,,,2,226,TrumpIsNotLegit
49,[],2.,['earth'],True,0.0,4,TheResistance,,nan,3,226,TrumpIsNotLegit
50,['solar system'],The Sun is the center of the Solar System,[],True,0.0,4,TheResistance,,Solar System::*7*8*||,4,226,TrumpIsNotLegit
51,[],1.,"['sun', 'solar system']",True,0.0,4,TheResistance,,nan,5,226,TrumpIsNotLegit
52,"['carter page', 'fisa warrant']",Carter Page had a FISA warrant,[],True,0.0,4,TheResistance,,Carter Page::*0*1*||FISA::*4*||,6,226,TrumpIsNotLegit
53,"['trump', 'russia']","If you are a Trump/Russia denier, theres still time to repent",['trump/russia'],True,0.0,4,nan,,Trump::*4*||Russia::*5*||,0,227,jaredburgin
54,"['fbi', 'fisa warrant', 'trump', 'carter page the washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page The Washington Post,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,4,nan,,FISA::*2*||Trump::*7*||Carter Page The Washington Post::*9*10*11*12*13*||,0,228,GhoulemsGhost
55,['russia'],Another Russia connection!,['russia'],True,0.0,4,nan,,Russia::*1*||,1,228,GhoulemsGhost
56,"['united states foreign intelligence surveillance court', 'trump', 'carter page']",More each day: The United States Foreign Intelligence Surveillance Court investigated ex-Trump advisor Carter Page as a foreign agent.,"['united states foreign intelligence surveillance court', 'carter page']",True,0.0,4,nan,,United States Foreign Intelligence Surveillance Court::*4*5*6*7*8*9*||Carter Page::*13*14*||,0,229,TEDX2000
57,['holy'],@ddiamond @juliettekayyem Holy crap man.,[],True,0.0,4,nan,,Holy::*2*||,0,230,JKHoro
58,[],Stop.,[],True,0.0,4,nan,,nan,1,230,JKHoro
59,[],It's not in doubt.,[],True,0.0,4,nan,,,2,230,JKHoro
60,[],It's 100%.,[],True,0.0,4,nan,,nan,3,230,JKHoro
61,[],"Multiple people, in touch, coordinating.",[],True,0.0,4,nan,,,4,230,JKHoro
62,[],Stop.,[],True,0.0,4,nan,,nan,5,230,JKHoro
63,"['confirming fisa', 'carter page', 'fbi']",Confirming FISA warrant for Carter Page confirms FBI is not backing down.,"['fisa', 'carter page', 'fbi']",True,0.0,4,trumprussia,,Confirming FISA::*0*1*||Carter Page::*4*5*||FBI::*7*||,0,231,YouCowardlyLion
64,[],Dude's gonna sing like a bird.,[],True,0.0,4,nan,,,0,232,GrantGambling
65,['mlk'],The part where he likens himself to MLK is particularly vile.,['mlk'],True,0.0,4,nan,,MLK::*7*||,0,233,mornyngstar
66,"['fbi', 'fisa warrant', 'trump', 'carter page', 'washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,4,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*12*13*||,0,234,8ballpoolhacksc
67,"['fbi', 'russia', 'trump', 'carter page']",FBI obtained warrant for surveillance on Russia-linked Trump adviser Carter Page -,"['fbi', 'trump', 'carter page']",True,0.0,4,nan,,Russia-linked Trump::*6*7*||Carter Page::*9*10*||,0,235,NewYorkNewz
68,"['fbi', 'fisa warrant', 'trump', 'carter page', 'washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,4,"TopStories, paedobritain",,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*12*13*||,0,236,PaedoAbuseLiars
69,[],A 2-boot drop...,[],True,0.0,4,nan,,2-boot::*1*||,0,237,ofpeopl
70,"['carter page', 'flynn', 'manafort']","""Carter Page"" Flynn &amp; Manafort share the following bond:","['carter page', 'flynn', 'manafort']",True,0.0,4,nan,,Carter Page::*0*1*||Flynn::*2*||Manafort::*4*||,0,238,TaniaBaller
71,['trump'],On Trump team &gt;Lied &gt;Putin &gt;FBI has good reason to believe they are foreign agents.,"['trump', 'fbi']",True,0.0,4,nan,,Trump::*1*||,1,238,TaniaBaller
72,"['fisa warrant', 'carter page']",Breaking news: Washington Post is reporting that FISA warrant was issued on Carter Page.,"['washington post', 'fisa', 'carter page']",True,0.0,4,nan,,Washington Post::*2*3*||FISA::*7*||Carter Page::*12*13*||,0,239,jyribe
73,['chris hayes'],MSNBC Chris Hayes,"['msnbc', 'chris hayes']",True,0.0,4,nan,,nan,1,239,jyribe
74,"['fbi granted fisa warrant', 'trump', 'carter page']",Report: FBI granted FISA warrant to surveil ex-Trump aide Carter Page,"['fbi', 'fisa', 'carter page']",True,0.0,4,nan,,FBI::*1*||FISA::*3*||Carter Page::*9*10*||,0,240,wvjoe911
75,['carter page'],Carter Page suspected of espionage.,['carter page'],True,0.0,4,nan,,Carter Page::*0*1*||,0,241,karlfrankjr
76,['us'],Makes it a good day for the rest of us.,[],True,0.0,4,nan,,,0,242,thecircledancer
77,[],( no sarcasm),[],True,0.0,4,nan,,,1,242,thecircledancer
78,['fisa'],What is FISA/FISC?,['fisa/fisc'],True,0.0,4,nan,,nan,0,243,resistmanual
79,"['fbi', 'trump', 'carter page']","Learn about the warrant the FBI got against Trump insider, Carter Page:","['fbi', 'trump', 'carter page']",True,0.0,4,nan,,FBI::*5*||Trump::*8*||Carter Page::*10*11*||,1,243,resistmanual
80,"['carter page', 'american', 'fisa warrant', 'russia']",Carter Page is the only American to have been directly targeted w a FISA warrant as part of the Russia probe,"['carter page', 'american', 'fisa', 'russia']",True,0.0,4,nan,,Carter Page::*0*1*||American::*5*||FISA::*13*||Russia::*19*||,0,244,RichC
81,[],I love this guy.,[],True,0.0,4,nan,,,0,245,Timodc
82,[],You couldn't make him up if you tried,[],True,0.0,4,nan,,,1,245,Timodc
83,"['king 2', 'right']",@puppymnkey him and King 2 matching souls RIGHT!,[],True,0.0,4,nan,,King 2::*3*4*||RIGHT::*7*||,0,246,alargento
84,[],THIS GETS BETER EVERY DAY,[],True,0.0,4,nan,,nan,1,246,alargento
85,['carter page'],Carter Page: I've been to the mountaintop!!,['carter page'],True,0.0,4,nan,,Carter Page::*0*1*||,2,246,alargento
86,[],of what THE URALS,['urals'],True,0.0,4,nan,,nan,3,246,alargento
87,[],≡ƒÿé≡ƒÿé≡ƒÿéThe replies are giving me life.,[],True,0.0,4,nan,,,0,247,tins1222
89,"['wapo', 'fbi', 'trump', 'carter page in 2016']",@HeyTammyBruce WaPo: FBI wiretapped Trump sorta-adviser Carter Page in 2016.,"['fbi', 'trump', 'carter page']",True,0.0,4,nan,,WaPo::*1*||FBI::*2*||Trump::*4*||Carter Page in 2016::*6*7*8*9*||,0,249,glennyork
90,"['american', 'fisa warrant', 'dems', 'obama']",'Only   American directly targeted with FISA warrant' by Dems &amp; Obama!,"['american', 'fisa', 'dems', 'obama']",True,0.0,4,nan,,American::*1*||FISA::*5*||Dems::*8*||Obama::*10*||,1,249,glennyork
3,"['carter page', 'russia', 'looks', 'vlad putin', 'america']","@realDonaldTrump Your staffer pal carter page, the failed  russia energy businessman, looks like he loves Vlad Putin and hates America.","['carter page', 'russia', 'vlad putin', 'america']",True,1.0,4,nan,,Vlad Putin::*15*16*||America::*19*||,0,248,Dougcooley5
4,['time'],Time to hope!,[],True,0.0,5,nan,,,0,250,MichaelDinNC
5,"['tip of the iceberg', 'dark', 'trump']",TIP of the ICEBERG waiting in the DARK for the TRUMP-PUTIN COLLUSION SHIP!,['trump-putin'],True,0.0,5,Trumprussia,,TIP of the ICEBERG::*0*1*2*3*||DARK::*7*||TRUMP-PUTIN COLLUSION SHIP::*10*11*12*||,0,251,Isilchaser
6,['soon'],COLLISION will occur SOON!,[],True,0.0,5,Trumprussia,,SOON::*3*||,1,251,Isilchaser
7,[],Check out Rep Swalwelll's @RepSwalwell webpage.,['rep swalwelll'],True,0.0,5,nan,,,0,252,JeanneWoods18
8,[],He's made all the connections.,[],True,0.0,5,nan,,,1,252,JeanneWoods18
9,['campaign manager manaford'],As nominally as Campaign Manager Manaford.,['campaign manager manaford'],True,0.0,5,shitshow,,Campaign Manager Manaford::*3*4*5*||,0,253,tummler10
10,[],Pertinent thread here!,[],True,0.0,5,nan,,,0,254,ErgoShow
11,"['report', 'fisa', 'fbi']",Report: FISA court approved FBI's @EboniKWilliams @sheriffarpaio @FoxBusiness @America'sNewsHQ@adamhousley,"['fisa', 'fbi']",True,0.0,5,nan,,FISA::*1*||FBI's::*4*||,0,255,MorvantCheryl
12,"['carter page', 'us']",Carter Page is Trending High in US.,"['carter page', 'us']",True,0.0,5,nan,,nan,0,256,TrendsIllinois
13,[],Visit  to see top trends every hour,[],True,0.0,5,nan,,,1,256,TrendsIllinois
14,"['time', 'impeachment']",IT IS TIME FOR IMPEACHMENT OF donald.,['donald'],True,0.0,5,nan,,TIME::*2*||IMPEACHMENT::*4*||,0,257,OPSVeracity
15,"['fbi', 'fisa warrant', 'trump', 'carter page']",Revealed: FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"['fbi', 'fisa', 'trump', 'carter page']",True,0.0,5,nan,,FBI::*1*||FISA::*3*||Trump::*8*||Carter Page::*10*11*||,0,258,hotairblog
16,['united'],"Pepsi:  Thanks, United!","['pepsi', 'united']",True,0.0,5,nan,,nan,0,259,amandahite
17,"['united', 'sean spicer']","United:  Thanks, Sean Spicer!","['united', 'sean spicer']",True,0.0,5,nan,,nan,1,259,amandahite
18,"['sean spicer', 'carter page']","Sean Spicer:  Thanks, Carter Page!","['sean spicer', 'carter page']",True,0.0,5,nan,,nan,2,259,amandahite
19,['fox news'],Retweeted Fox News (@FoxNews):,[],True,0.0,5,nan,,nan,0,260,RiggyQueen
20,"['carter page', 'fbi', 'fisa warrant', 'trump']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser...,"['carter page', 'fbi', 'fisa']",True,0.0,5,nan,,Carter Page::*0*1*||FBI::*2*||FISA::*5*||,1,260,RiggyQueen
21,[],We Know What They Did Last Summer,[],True,0.0,5,nan,,nan,0,261,materia1wor1d
22,"['devin nunes', 'jeff sessions', 'carter page']",The news about Devin Nunes lying and Jeff Sessions meeting w/ Carter Page shows we need an independent commission and special counsel.,"['nunes', 'devin nunes', 'jeff sessions', 'carter page']",True,0.0,5,nan,,Devin Nunes::*3*4*||Jeff Sessions::*7*8*||Carter Page::*11*12*||,0,262,Zac_Petkanas
23,[],NOW.,[],True,0.0,5,nan,,nan,1,262,Zac_Petkanas
24,"['carter page', 'fbi', 'fisa warrant', 'trump']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser -  -,"['carter page', 'fbi', 'fisa']",True,0.0,5,"USPolitics, trump, potus",,Carter Page::*0*1*||FBI::*2*||FISA::*5*||,0,263,diypotus
25,['sean spicer carter page'],Holocaust Centers     Sean Spicer Carter Page,"['holocaust centers', 'sean spicer', 'carter page']",True,0.0,5,"TCOT, MAGA, OurRevolution, TheResistance, dumpTrump, russiagate",,nan,0,264,JustAnotherRich
26,[],Boom!,[],True,0.0,5,nan,,nan,0,265,DizzSA1
27,[],Dumbass confirmed,[],True,0.0,5,nan,,,1,265,DizzSA1
28,"['news of fisa warrant', 'carter page', 'flynn']","KeithOlbermann: News of FISA Warrant against Carter Page, continuing silence on Flynn, fits inference they've nail","['fisa', 'carter page', 'flynn']",True,0.0,5,nan,,News of FISA Warrant::*1*2*3*4*||Carter Page::*6*7*||Flynn::*11*||,0,266,ProudlyLiberal2
29,[],The noose slowly tightens,[],True,0.0,5,nan,,,0,267,blainey
30,"['carter page', 'fisa warrant']",@SykesCharlie What is their stand on Carter Page and the FISA warrant?,"['carter page', 'fisa']",True,0.0,5,nan,,Carter Page::*6*7*||FISA::*10*||,0,268,nobs7401
31,[],"Yes, this!",[],True,0.0,5,nan,,nan,0,269,KathleenWoodw17
32,[],Follow the money!,[],True,0.0,5,nan,,,1,269,KathleenWoodw17
33,['pagie'],Bye bye Pagie!,['pagie'],True,0.0,5,GrumpyTrumpy,,Pagie::*2*||,0,270,Christi22751000
34,[],Take  w/u!,[],True,0.0,5,GrumpyTrumpy,,,1,270,Christi22751000
35,[],"Let's ""Make Jailbirds Mate Again!""",[],True,0.0,5,GrumpyTrumpy,,nan,2,270,Christi22751000
36,"['probable', 'page', 'russia']","""probable cause to believe Page was acting as an agent of a foreign power, in this case Russia""","['page', 'russia']",True,0.0,5,nan,,Page::*4*||Russia::*17*||,0,271,KnowYourObama
37,[],"Drip, drip, drip!",[],True,0.0,5,TrumpRussiaCollusion,,,0,272,AshleyElpern
38,"['wapo', 'cnn']",@jeremyherb @CNN @jimsciutto @mkraju @ericbradner How does this WAPO story affect the CNN story?,"['wapo', 'cnn']",True,0.0,5,nan,,WAPO::*8*||CNN::*12*||,0,273,ashsoles
39,"['fbi', 'trump', 'carter page']",BostonGlobe: The FBI obtained a warrant to monitor former Trump adviser Carter Page.,"['fbi', 'trump', 'carter page']",True,0.0,5,nan,,FBI::*2*||Trump::*9*||Carter Page::*11*12*||,0,274,JamesRoy
40,['administration'],Fuck this administration,[],True,0.0,5,nan,,,0,275,HenryB12
41,"['fbi', 'trump', 'russian agent']",FBI had reason to believe during 2016 presidential campaign that Trump team included Russian agent or agents.,"['fbi', '2016 presidential campaign', 'trump', 'russian']",True,0.0,5,nan,,Trump::*10*||Russian::*13*||,0,276,4free_Ukraine
43,['carter page'],Carter Page:,['carter page'],True,0.0,5,nan,,nan,1,277,AJVicens
44,['go'],Now there's fire to go along with a ton of smoke.,[],True,0.0,5,trumprussia,,,0,278,YouCowardlyLion
45,[],Probably the most important of this story,[],True,0.0,5,nan,,,0,279,lieber2k
46,"['sean spicer', 'carter page']",I'd be worried about Sean Spicer &amp; Carter Page,"['sean spicer', 'carter page']",True,0.0,5,TrumpRussia,,Sean Spicer::*4*5*||Carter Page::*7*8*||,0,280,ItIzBiz
47,['russia'],"If I were a traitor under investigation 4 collusion w/ Russia, @realDonaldTrump",['russia'],True,0.0,5,TrumpRussia,,Russia::*10*||,1,280,ItIzBiz
48,"['report', 'fbi got fisa warrant', 'monitor carter page']",@thedailybeast: Report: FBI got FISA warrant to monitor Carter Page,"['fbi', 'fisa']",True,0.0,5,nan,,Report::*1*||FBI::*2*||FISA::*4*||Carter Page::*8*9*||,0,281,New_Narrative
49,[],oh I dunno,[],True,0.0,5,"Trump, WTF",,,0,282,CharlizeTheroff
50,"['hallmark', 'administration']",skittering about like a blinded cockroach seems to be the Hallmark of this Administration.,[],True,0.0,5,"Trump, WTF",,Hallmark::*10*||Administration::*13*||,1,282,CharlizeTheroff
51,"['trump', 'carter page']",What you need to know about former Trump adviser Carter Page,"['trump', 'carter page']",True,0.0,5,nan,,Trump::*7*||Carter Page::*9*10*||,0,283,shift_in2_turbo
52,"['report', 'fbi got fisa warrant', 'monitor carter page']",Report: FBI Got FISA Warrant to Monitor Carter Page  via @thedailybeast,"['fbi', 'fisa', 'carter page']",True,0.0,5,nan,,FBI Got FISA Warrant::*1*2*3*4*||Monitor Carter Page::*6*7*8*||,0,284,BaskotaAyed
53,['page'],.If only page could send tomahawks somewhere,"['page', 'tomahawks']",True,0.0,5,nan,,,0,285,sunnypeaceful01
54,['sean spicer'],Sean Spicer falling flat on his ass.,['sean spicer'],True,0.0,5,nan,,Sean Spicer::*0*1*||,0,286,EricRobertson
55,"['carter page', 'fisa warrant']",Carter Page under FISA warrant.,"['carter page', 'fisa']",True,0.0,5,nan,,Carter Page::*0*1*||FISA::*3*||,1,286,EricRobertson
56,"['susan rice', 'dem', 'gop']",Susan Rice exonerated by Dem AND GOP lawmakers.,"['susan rice', 'dem', 'gop']",True,0.0,5,nan,,Susan Rice::*0*1*||Dem::*4*||GOP::*6*||,2,286,EricRobertson
57,[],Am I dreaming?,[],True,0.0,5,nan,,,3,286,EricRobertson
58,[],"Thank you, @LouiseMensch for breaking this story.",[],True,0.0,5,nan,,,0,287,Analogbear
59,[],"I don't always agree with your politics (well, never), but YOU got the scoop.",[],True,0.0,5,nan,,,1,287,Analogbear
60,[],Let me get this straight.,[],True,0.0,5,nan,,,0,288,TespGames
61,['carter page'],The left is cheering the unmasking of private citizen Carter Page ?,['carter page'],True,0.0,5,nan,,Carter Page::*9*10*||,1,288,TespGames
62,[],This should scare the hell out of you.,[],True,0.0,5,nan,,,2,288,TespGames
63,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page.,"['fbi', 'fisa', 'trump', 'carter page']",True,0.0,5,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,289,richardlorello
64,['russia'],Cause to believe he was agent of Russia,['russia'],True,0.0,5,nan,,Russia::*7*||,1,289,richardlorello
65,['big'],.......he can lead the @fbi to big &amp; bigger elephants in room.,[],True,0.0,5,nan,,nan,0,290,jcbriones
66,"['sean spicer on hitler', 'carter page', 'mlk']","Reporter's reaction to Sean Spicer on Hitler - equally applicable to Carter Page's ""I'm basically MLK"" fuckery.","['sean spicer', 'hitler', 'carter page', 'mlk']",True,0.0,5,nan,,Sean Spicer on Hitler::*3*4*5*6*||Carter Page's::*11*12*||MLK::*15*||,0,291,MsEntropy
67,"['carter', 'page']","""...carter...page...now theres a name i havent heard in years..""",['carter'],True,0.0,5,nan,,nan,0,292,darth
68,"['russian agent', 'carter page', 'knew', 'mike flynn', 'trump']","So the plot thickens, another Russian Agent, Carter Page, and we knew about Mike Flynn, can't wait to see ALL fall on Trump's lap.","['russian', 'russian agent', 'carter page', 'flynn', 'mike flynn', 'trump']",True,0.0,5,nan,,Russian Agent::*5*6*||Carter Page::*7*8*||Mike Flynn::*13*14*||Trump's::*22*||,0,293,cpv820_valente
69,"['carter page', 'fbi', 'fisa warrant', 'trump']",FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,"['carter page', 'fbi', 'fisa']",True,0.0,5,nan,,Carter Page::*1*2*||FBI::*3*||FISA::*6*||,0,294,House_Insider
70,"['russian', 'trump']","""Our of our advisors was maybe a Russian intelligence asset"" is what passes for pro-Trump spin.",['russian intelligence'],True,0.0,5,nan,,Russian::*7*||,0,295,stanveuger
71,"['jeff sessions', 'carter page', 'trump', 'administration']",@funder Didn't Jeff Sessions recommend Carter Page for the Trump campaign/administration?,"['jeff sessions', 'carter page', 'trump']",True,0.0,5,nan,,Jeff Sessions::*2*3*||Carter Page::*5*6*||Trump::*9*||,0,296,SandraPitts14
72,"['trump', 'russian']",ANYBODY TAKING BETS ON WHICH OF TRUMP'S BUDDIES WILL BLAB ABOUT THE RUSSIAN CONNECTION AND BRING HIM DOWN?,"['trump', 'russian']",True,0.0,5,nan,,nan,0,297,DianaCialino
73,['carter page'],My money's on Carter Page.,['carter page'],True,0.0,5,nan,,Carter Page::*3*4*||,1,297,DianaCialino
74,"['carter page', 'fisa warrant']","if you had carter page on your ""fisa warrant bingo"" card, please step up and collect your winnings","['Carter Page', 'fisa']",True,0.0,5,nan,,nan,0,298,mgerrydoyle
75,['carter page'],My president fired $80m of missiles to change the narrative and all I got was Carter Page trending.,['carter page'],True,0.0,5,nan,,Carter Page::*15*16*||,0,299,JohnFugelsang
4,"['treason', 'carter page']",@seanhannity and @marklevinshow &amp; others have lied about possible treason by Carter Page &amp; others.,['carter page'],True,0.0,6,nan,,Carter Page::*11*12*||,0,300,ColoradoHeathen
5,[],They're traitors for the obfuscation.,[],True,0.0,6,nan,,,1,300,ColoradoHeathen
6,['carter page'],"@RVAwonk And it was Carter Page, like I thought!!",['carter page'],True,0.0,6,nan,,Carter Page::*4*5*||,0,301,Utleyjacobite
7,"['fbi', 'page', 'intel', 'moscow']","FBI believed Page ""engaged in clandestine intel activities on behalf of Moscow""","['fbi', 'page', 'moscow']",True,0.0,6,trumprussia,,Page::*2*||Moscow::*11*||,0,302,karelvetrovec
8,[],This is gettin good,[],True,0.0,6,trumprussia,,,1,302,karelvetrovec
9,['sessions'],@JSteria @LilMsgss Sessions too.≡ƒæç≡ƒÅ╝,[],True,0.0,6,nan,,Sessions::*2*||,0,303,Tam_Resist
10,['fisa court'],"""Since the 90-day warrant was first issued, it has been renewed more than once by the FISA court, the officials said",['fisa court'],True,0.0,6,nan,,Since the 90-day::*0*1*2*||FISA::*16*||,0,304,jwomack
11,"['latest', 'nunes', 'carter page']",@seanhannity The LATEST news is Nunes is a proven liar and Carter Page is a foreign operative.,"['nunes', 'carter page']",True,0.0,6,nan,,LATEST::*2*||Nunes::*5*||Carter Page::*11*12*||,0,305,EunuchTrump
12,[]," obtained  warrant to monitor former  adviser  

",['nan'],True,0.0,6,"FBI, FISA, Trump, CarterPage",,nan,0,306,Spam4Trump
13,['looks'],Looks like there is something there.,[],True,0.0,6,nan,,nan,0,307,Tweetypot
14,[],.Faaaaaaaaaaaaaaaacts,[],True,0.0,6,nan,,nan,0,308,sunnypeaceful01
15,[],I'm soooo excited!!,[],True,0.0,6,"Trumprussia, TheResistance, russiagate",,,0,309,RJG507089
16,"['trump', 'impeachment']","As stated previously, collusion at the top of the trump presidential run was and still is grounds for impeachment!",['trump'],True,0.0,6,nan,,,0,310,RudyTejano
17,"['fbi', 'fisa warrant', 'trump', 'carter page', 'washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post Must read....,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,6,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,0,311,tahoecalif
18,"['trump', 'russia']",@oreillyfactor Trump advisor under investigation for colluding with Russia.,"['trump', 'russia']",True,0.0,6,nan,,Trump::*1*||Russia::*8*||,0,312,bercbon4
19,['legal fisa'],A LEGAL FISA warrant.,['fisa'],True,0.0,6,nan,,LEGAL FISA::*1*2*||,1,312,bercbon4
20,"['top news', 'fbi', 'fisa warrant', 'trump', 'carter page', 'washington post']",Top News: FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,6,nan,,Top News::*0*1*||FBI::*2*||FISA::*4*||Trump::*9*||Carter Page::*11*12*||Washington Post::*14*15*||,0,313,FlabinAlert
21,"['fbi', 'hillary', 'lynch', 'obama', 'rice', 'donald trump']",@HeyTammyBruce FBI  / Hillary's Andrew McCabe was secretly working with Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary!,"['fbi', 'hillary', 'andrew mccabe', 'lynch/obama/rice', 'trump', 'donald trump']",True,0.0,6,nan,,FBI::*1*||Hillary's Andrew McCabe::*3*4*5*||Lynch::*10*||Obama::*11*||Rice::*12*||Donald Trump::*16*17*||,0,314,glennyork
22,['carter page'],Carter Page,['carter page'],True,0.0,6,nan,,nan,1,314,glennyork
23,"['hillary', 'russian']",Imagine if Hillary had so many Russian ties.,"['hillary', 'russian']",True,0.0,6,nan,,Hillary::*2*||Russian::*6*||,0,315,colin_havens
24,['putin'],Imagine if she had so many people in her campaign linked to Putin himself,['putin'],True,0.0,6,nan,,Putin::*12*||,1,315,colin_havens
25,[],Dude.,[],True,0.0,6,nan,,nan,0,316,katherinemiller
26,[],This is really fucking incredible.,[],True,0.0,6,nan,,,0,317,lakefxdan
27,['fisa court'],One does not simply walk into FISA Court with mere suspicions.,['fisa'],True,0.0,6,nan,,FISA Court::*6*7*||,1,317,lakefxdan
28,[],Still is?,[],True,0.0,6,nan,,nan,0,318,ofpeopl
29,"['real', 'obama']",But remember the real issue is the leaks from Obama officials that may or may not have happened,['obama'],True,0.0,6,nan,,Obama::*9*||,0,319,Steven_Strauss
30,"['world news', 'fbi', 'fisa warrant', 'trump', 'carter page', 'washington post']","World News; ""FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post""","['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,6,nan,,World News::*0*1*||FBI::*2*||FISA::*4*||Trump::*9*||Carter Page::*11*12*||Washington Post::*14*15*||,0,320,Ubertr0_nNub
31,[],"BREAKING: There's smoke, &amp; now fire.",[],True,0.0,6,"resist, trumprussia",,,0,321,BanditRandom
32,"['fbi', 'fisa warrant', 'dt', 'carter page']",FBI rec'd FISA warrant to watch DT advisor Carter Page.,"['fbi', 'fisa', 'carter page']",True,0.0,6,"resist, trumprussia",,FISA::*2*||DT::*6*||Carter Page::*8*9*||,1,321,BanditRandom
33,[],When will he sing?,[],True,0.0,6,nan,,,0,322,criticalblah
34,"['carter page', 'fbi', 'fisa warrant', 'trump']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser |,"['carter page', 'fbi', 'fisa']",True,0.0,6,nan,,Carter Page::*0*1*||FBI::*2*||FISA::*5*||,1,322,criticalblah
35,"['fbi', 'trump', 'carter page', 'report']",FBI received warrant to monitor Trump adviser Carter Page: report,"['fbi', 'trump', 'carter page']",True,0.0,6,nan,,Trump::*5*||Carter Page::*7*8*||,0,323,AmericanCFLFan
36,['american'],How about some American news?,['american'],True,0.0,6,nan,,American::*3*||,0,324,therepublitard
37,"['holocaust centers', 'nunes', 'carter page']","If you are looking for topics, there's Holocaust Centers, Nunes and Carter Page, @oreillyfactor","['holocaust centers', 'nunes', 'carter page']",True,0.0,6,nan,,Holocaust Centers::*7*8*||Nunes::*9*||Carter Page::*11*12*||,1,324,therepublitard
38,[],@morninggloria may want to focus on this one tho:,['nan'],True,0.0,6,nan,,nan,0,325,the1duncan
39,"['trump', 'trump', 'trump']","trump is going down, trump is going down, trump is going down","['trump', 'trump', 'trump']",True,0.0,6,nan,,nan,0,326,KnowYourObama
40,"['announcing', 'us']","QUESTION: ""Announcing your foreign policy team shortly Any you can share with us?""",[],True,0.0,6,nan,,Announcing::*1*||,0,327,OscarNunezLA
41,"['trump', 'carter page']","TRUMP: ""Carter Page, PhD","['trump', 'carter page']",True,0.0,6,nan,,nan,1,327,OscarNunezLA
42,['korean peninsula'],"Oh, I dunno, maybe two toddlers with nukes off the Korean Peninsula and one of them has had a really bad day?",['the korean peninsula'],True,0.0,6,nan,,Korean Peninsula::*10*11*||,0,328,revanner
43,"['fisa warrant', 'carter page', 'msnbc']",@LouiseMensch FISA warrant was issued on Carter Page ... breaking on MSNBC,"['fisa', 'carter page', 'msnbc']",True,0.0,6,nan,,FISA::*1*||Carter Page::*6*7*||MSNBC::*10*||,0,329,KarenBlumentha1
44,"['devin nunes', 'carter page', 'time', 'syria']",Devin Nunes and Carter Page stories hitting at the same time ... expect an AM potus tweet storm... or we bomb Syria again ≡ƒñö,"['nunes', 'devin nunes', 'carter page']",True,0.0,6,nan,,Devin Nunes::*0*1*||Carter Page::*3*4*||Syria::*20*||,0,330,JamBrandMrktng
45,"['trump', 'syria']","Trump: ""We are not going into Syria"".","['trump', 'syria']",True,0.0,6,reeee,,Syria::*6*||,0,331,atkhelo
